,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
1373,EFX.N,2022-02-09 16:43:00+00:00,1.84,1.81113,1.594
1374,EFX.N,2021-10-20 16:20:00+00:00,1.85,1.72006,7.554
1375,USB.N,2023-01-25 06:45:00+00:00,1.2,1.1656,2.951
1376,USB.N,2022-10-14 06:45:00+00:00,1.18,1.16806,1.022
1377,USB.N,2022-07-15 06:45:00+00:00,1.09,1.06847,2.015
1378,USB.N,2022-04-14 06:45:00+00:00,0.99,0.94167,5.132
1379,USB.N,2022-01-19 06:45:00+00:00,1.07,1.10096,-2.812
1380,USB.N,2021-10-14 06:41:00+00:00,1.3,1.15891,12.174
1381,CSGP.OQ,2023-02-21 16:05:00+00:00,0.38,0.35654,6.58
1382,CSGP.OQ,2022-10-25 16:05:00+00:00,0.3,0.23942,25.303
1383,CSGP.OQ,2022-07-26 16:05:00+00:00,0.28,0.20846,34.318
1384,CSGP.OQ,2022-04-26 16:13:00+00:00,0.31,0.27192,14.004
1385,CSGP.OQ,2022-02-22 16:30:00+00:00,0.35,0.29446,18.861
1386,CSGP.OQ,2021-10-26 16:05:00+00:00,0.25,0.22917,9.089
1387,HCA.N,2023-01-27 07:00:00+00:00,4.64,4.78306,-2.991
1388,HCA.N,2022-10-21 06:32:00+00:00,3.93,3.88085,1.267
1389,HCA.N,2022-07-22 06:30:00+00:00,4.21,3.69938,13.803
1390,HCA.N,2022-04-22 07:30:00+00:00,4.12,4.24865,-3.028
1391,HCA.N,2022-01-27 07:30:00+00:00,4.42,4.53262,-2.485
1392,HCA.N,2021-10-22 07:00:00+00:00,4.57,4.08891,11.766
1393,AVGO.OQ,2022-12-08 16:15:00+00:00,10.45,10.28014,1.652
1394,AVGO.OQ,2022-09-01 16:17:00+00:00,9.73,9.563,1.746
1395,AVGO.OQ,2022-05-26 07:01:00+00:00,9.07,8.70513,4.191
1396,AVGO.OQ,2022-03-03 16:15:00+00:00,8.39,8.08024,3.834
1397,AVGO.OQ,2021-12-09 16:15:00+00:00,7.81,7.74316,0.863
1398,AVGO.OQ,2021-09-02 16:16:00+00:00,6.96,6.87964,1.168
1399,DHR.N,2023-01-24 06:00:00+00:00,2.87,2.54467,12.785
1400,DHR.N,2022-10-20 06:00:00+00:00,2.56,2.2605,13.249
1401,DHR.N,2022-07-21 06:00:00+00:00,2.76,2.3495,17.472
1402,DHR.N,2022-04-21 06:00:00+00:00,2.76,2.66233,3.669
1403,DHR.N,2022-01-27 06:04:00+00:00,2.69,2.54047,5.886
1404,DHR.N,2021-10-21 06:04:00+00:00,2.39,2.15322,10.997
1405,NWSA.OQ,2023-02-09 16:15:00+00:00,0.14,0.1858,-24.65
1406,NWSA.OQ,2022-11-08 16:15:00+00:00,0.12,0.15117,-20.619
1407,NWSA.OQ,2022-08-08 16:15:00+00:00,0.37,0.065,469.231
1408,NWSA.OQ,2022-05-05 16:29:00+00:00,0.16,0.145,10.345
1409,NWSA.OQ,2022-02-03 16:15:00+00:00,0.44,0.30733,43.169
1410,NWSA.OQ,2021-11-04 17:05:00+00:00,0.23,0.13717,67.675
1411,RTX.N,2023-01-24 06:45:00+00:00,1.27,1.24095,2.341
1412,RTX.N,2022-10-25 06:55:00+00:00,1.21,1.1377,6.355
1413,RTX.N,2022-07-26 06:58:00+00:00,1.16,1.12177,3.408
1414,RTX.N,2022-04-26 07:01:00+00:00,1.15,1.01526,13.272
1415,RTX.N,2022-01-25 06:55:00+00:00,1.08,1.02353,5.517
1416,RTX.N,2021-10-26 06:55:00+00:00,1.26,1.08438,16.195
1417,AAPL.OQ,2023-02-02 16:30:00+00:00,1.88,1.9357,-2.878
1418,AAPL.OQ,2022-10-27 16:30:00+00:00,1.29,1.27027,1.553
1419,AAPL.OQ,2022-07-28 16:30:00+00:00,1.2,1.16224,3.249
1420,AAPL.OQ,2022-04-28 16:30:00+00:00,1.52,1.42803,6.44
1421,AAPL.OQ,2022-01-27 16:30:00+00:00,2.1,1.889,11.17
1422,AAPL.OQ,2021-10-28 16:30:00+00:00,1.24,1.23626,0.303
1423,CME.OQ,2023-02-08 07:00:00+00:00,1.92,1.88133,2.056
1424,CME.OQ,2022-10-26 07:04:00+00:00,1.98,1.93653,2.245
1425,CME.OQ,2022-07-27 07:00:00+00:00,1.97,1.93462,1.829
1426,CME.OQ,2022-04-27 07:00:00+00:00,2.11,2.00106,5.444
1427,CME.OQ,2022-02-09 07:00:00+00:00,1.66,1.6404,1.195
1428,CME.OQ,2021-10-27 07:00:00+00:00,1.6,1.55979,2.578
1429,MRO.N,2023-02-15 16:30:00+00:00,0.88,0.84158,4.565
1430,MRO.N,2022-11-02 16:42:00+00:00,1.24,1.19086,4.126
1431,MRO.N,2022-08-03 16:30:00+00:00,1.32,1.26419,4.415
1432,MRO.N,2022-05-04 16:30:00+00:00,1.02,0.91771,11.146
1433,MRO.N,2022-02-16 16:16:00+00:00,0.77,0.55013,39.967
1434,MRO.N,2021-11-03 16:12:00+00:00,0.39,0.30721,26.949
1435,ADM.N,2023-01-26 07:02:00+00:00,1.93,1.65021,16.955
1436,ADM.N,2022-10-25 07:00:00+00:00,1.86,1.43971,29.193
1437,ADM.N,2022-07-26 07:00:00+00:00,2.15,1.71485,25.375
1438,ADM.N,2022-04-26 07:00:00+00:00,1.9,1.40639,35.098
1439,ADM.N,2022-01-25 07:00:00+00:00,1.5,1.368,9.649
1440,ADM.N,2021-10-26 07:01:00+00:00,0.97,0.887,9.357
1441,APD.N,2023-02-02 06:01:00+00:00,2.64,2.70356,-2.351
1442,APD.N,2022-11-03 06:00:00+00:00,2.89,2.7613,4.661
1443,APD.N,2022-08-04 06:00:00+00:00,2.62,2.60694,0.501
1444,APD.N,2022-05-05 06:00:00+00:00,2.38,2.351,1.234
1445,APD.N,2022-02-04 06:00:00+00:00,2.52,2.50812,0.474
1446,APD.N,2021-11-04 06:00:00+00:00,2.51,2.49289,0.686
1447,FANG.OQ,2023-02-21 16:01:00+00:00,5.29,5.21733,1.393
1448,FANG.OQ,2022-11-07 16:01:00+00:00,6.48,6.33054,2.361
1449,FANG.OQ,2022-08-01 16:02:00+00:00,7.07,6.58012,7.445
1450,FANG.OQ,2022-05-02 16:01:00+00:00,5.2,4.52296,14.969
1451,FANG.OQ,2022-02-22 16:01:00+00:00,3.63,3.37756,7.474
1452,FANG.OQ,2021-11-01 16:01:00+00:00,2.94,2.76604,6.289
1453,WRB.N,2023-01-26 16:10:00+00:00,1.16,1.09592,5.847
1454,WRB.N,2022-10-24 16:10:00+00:00,1.01,0.85383,18.291
1455,WRB.N,2022-07-21 16:10:00+00:00,1.12,0.86075,30.119
1456,WRB.N,2022-04-25 16:10:00+00:00,1.1,0.94561,16.327
1457,WRB.N,2022-01-27 16:10:00+00:00,1.02,0.84283,21.02
1458,WRB.N,2021-10-21 16:12:00+00:00,0.88,0.65917,33.502
1459,AXP.N,2023-01-27 07:00:00+00:00,2.07,2.22457,-6.948
1460,AXP.N,2022-10-21 07:00:00+00:00,2.47,2.4121,2.4
1461,AXP.N,2022-07-22 07:00:00+00:00,2.57,2.4123,6.537
1462,AXP.N,2022-04-22 07:27:00+00:00,2.73,2.4383,11.963
1463,AXP.N,2022-01-25 07:00:00+00:00,2.18,1.86742,16.739
1464,AXP.N,2021-10-22 07:00:00+00:00,2.27,1.80175,25.989
1465,CLX.N,2023-02-02 16:10:00+00:00,0.98,0.64813,51.204
1466,CLX.N,2022-11-01 16:10:00+00:00,0.93,0.74312,25.148
1467,CLX.N,2022-08-03 16:10:00+00:00,0.93,0.92939,0.066
1468,CLX.N,2022-05-02 16:10:00+00:00,1.31,0.97339,34.581
1469,CLX.N,2022-02-03 16:10:00+00:00,0.66,0.8426,-21.671
1470,CLX.N,2021-11-01 16:17:00+00:00,1.21,1.032,17.248
1471,DOV.N,2023-01-31 06:30:00+00:00,2.16,2.15156,0.392
1472,DOV.N,2022-10-20 06:30:00+00:00,2.26,2.1835,3.504
1473,DOV.N,2022-07-21 06:30:00+00:00,2.14,2.07456,3.154
1474,DOV.N,2022-04-21 06:30:00+00:00,1.9,1.82671,4.012
1475,DOV.N,2022-01-27 06:30:00+00:00,1.78,1.67006,6.583
1476,DOV.N,2021-10-19 06:30:00+00:00,1.98,1.85013,7.02
1477,FSLR.OQ,2022-10-27 16:11:00+00:00,-0.46,-0.27247,-68.826
1478,FSLR.OQ,2022-07-28 16:02:00+00:00,-0.4,-0.08577,-366.364
1479,FSLR.OQ,2022-04-28 16:05:00+00:00,-0.41,-0.41995,2.369
1480,FSLR.OQ,2022-03-01 16:21:00+00:00,1.23,1.062,15.819
1481,FSLR.OQ,2021-11-04 16:05:00+00:00,0.42,0.58905,-28.699
1482,FSLR.OQ,2021-07-29 16:10:00+00:00,0.77,0.53653,43.515
1483,MTB.N,2023-01-19 06:06:00+00:00,4.29,4.29706,-0.164
1484,MTB.N,2022-10-19 06:11:00+00:00,3.53,4.038,-12.581
1485,MTB.N,2022-07-20 06:04:00+00:00,1.08,2.44482,-55.825
1486,MTB.N,2022-04-20 06:19:00+00:00,2.62,2.194,19.417
1487,MTB.N,2022-01-20 06:37:00+00:00,3.37,2.90529,15.995
1488,MTB.N,2021-10-20 06:46:00+00:00,3.69,3.49975,5.436
1489,FDX.N,2022-12-20 16:03:00+00:00,3.18,2.81788,12.851
1490,FDX.N,2022-09-15 16:30:00+00:00,3.44,5.14133,-33.091
1491,FDX.N,2022-06-23 16:02:00+00:00,6.87,6.86152,0.124
1492,FDX.N,2022-03-17 16:03:00+00:00,4.59,4.64126,-1.104
1493,FDX.N,2021-12-16 16:13:00+00:00,4.83,4.28341,12.761
1494,FDX.N,2021-09-21 16:13:00+00:00,4.37,4.91484,-11.086
1495,TROW.OQ,2023-01-26 07:24:00+00:00,1.74,1.70173,2.249
1496,TROW.OQ,2022-10-27 07:00:00+00:00,1.86,1.8117,2.666
1497,TROW.OQ,2022-07-28 07:00:00+00:00,1.79,2.156,-16.976
1498,TROW.OQ,2022-04-28 07:00:00+00:00,2.62,2.7502,-4.734
1499,TROW.OQ,2022-01-27 07:00:00+00:00,3.17,3.1368,1.058
1500,TROW.OQ,2021-10-28 07:03:00+00:00,3.27,3.30956,-1.195
1501,JKHY.OQ,2023-02-07 16:01:00+00:00,1.1,1.11446,-1.298
1502,JKHY.OQ,2022-11-08 16:17:00+00:00,1.46,1.401,4.211
1503,JKHY.OQ,2022-08-16 16:44:00+00:00,1.1,1.00233,9.744
1504,JKHY.OQ,2022-05-03 16:35:00+00:00,1.16,1.06173,9.256
1505,JKHY.OQ,2022-02-08 16:01:00+00:00,1.3,1.13018,15.026
1506,JKHY.OQ,2021-11-08 16:09:00+00:00,1.38,1.32156,4.422
1507,O.N,2023-02-21 16:05:00+00:00,0.36,0.315,14.286
1508,O.N,2022-11-02 16:05:00+00:00,0.36,0.326,10.429
1509,O.N,2022-08-03 16:05:00+00:00,0.37,0.37667,-1.771
1510,O.N,2022-05-04 16:57:00+00:00,0.34,0.42286,-19.595
1511,O.N,2022-02-22 16:05:00+00:00,0.01,0.37167,-97.309
1512,O.N,2021-11-01 16:05:00+00:00,0.34,0.39833,-14.644
1513,MLM.N,2023-02-15 06:55:00+00:00,3.04,3.07311,-1.077
1514,MLM.N,2022-11-02 06:55:00+00:00,4.69,4.626,1.384
1515,MLM.N,2022-07-28 07:00:00+00:00,3.96,3.73979,5.888
1516,MLM.N,2022-05-03 06:58:00+00:00,0.41,0.674,-39.169
1517,MLM.N,2022-02-10 06:58:00+00:00,3.15,2.91269,8.148
1518,MLM.N,2021-11-02 07:24:00+00:00,4.25,4.24471,0.125
1519,PKI.N,2023-02-14 06:00:00+00:00,1.7,1.62308,4.739
1520,PKI.N,2022-11-08 06:00:00+00:00,1.51,1.461,3.354
1521,PKI.N,2022-08-01 06:12:00+00:00,2.32,2.01923,14.895
1522,PKI.N,2022-05-03 16:05:00+00:00,2.41,2.084,15.643
1523,PKI.N,2022-02-01 16:05:00+00:00,2.56,2.19342,16.713
1524,PKI.N,2021-11-02 16:34:00+00:00,2.31,1.73467,33.167
1525,L.N,,,,
1526,QCOM.OQ,2023-02-02 16:00:00+00:00,2.37,2.34305,1.15
1527,QCOM.OQ,2022-11-02 16:00:00+00:00,3.13,3.128,0.064
1528,QCOM.OQ,2022-07-27 16:02:00+00:00,2.96,2.86583,3.286
1529,QCOM.OQ,2022-04-27 16:01:00+00:00,3.21,2.91217,10.227
1530,QCOM.OQ,2022-02-02 16:01:00+00:00,3.23,3.00888,7.349
1531,QCOM.OQ,2021-11-03 16:00:00+00:00,2.55,2.26075,12.794
1532,IPG.N,2023-02-09 07:00:00+00:00,1.02,1.01217,0.774
1533,IPG.N,2022-10-21 07:00:00+00:00,0.63,0.59213,6.396
1534,IPG.N,2022-07-21 07:00:00+00:00,0.63,0.58475,7.738
1535,IPG.N,2022-04-28 07:00:00+00:00,0.47,0.39789,18.123
1536,IPG.N,2022-02-10 07:00:00+00:00,0.82,0.81055,1.166
1537,IPG.N,2021-10-21 07:00:00+00:00,0.63,0.489,28.834
1538,PHM.N,2023-01-31 06:30:00+00:00,3.63,2.93113,23.843
1539,PHM.N,2022-10-25 06:30:00+00:00,2.69,2.8165,-4.491
1540,PHM.N,2022-07-26 06:30:00+00:00,2.73,2.6282,3.873
1541,PHM.N,2022-04-28 06:30:00+00:00,1.83,1.71156,6.92
1542,PHM.N,2022-02-01 06:30:00+00:00,2.51,2.30663,8.817
1543,PHM.N,2021-10-26 06:30:00+00:00,1.82,1.792,1.563
1544,ANSS.OQ,2022-11-02 16:30:00+00:00,1.77,1.63119,8.51
1545,ANSS.OQ,2022-08-03 16:30:00+00:00,1.77,1.602,10.487
1546,ANSS.OQ,2022-05-04 16:30:00+00:00,1.36,1.14086,19.208
1547,ANSS.OQ,2022-02-23 16:30:00+00:00,2.81,2.70864,3.742
1548,ANSS.OQ,2021-11-03 17:17:00+00:00,1.59,1.343,18.392
1549,ANSS.OQ,2021-08-04 16:39:00+00:00,1.85,1.56333,18.337
1550,ULTA.OQ,2022-12-01 16:11:00+00:00,5.34,4.15092,28.646
1551,ULTA.OQ,2022-08-25 16:05:00+00:00,5.7,4.99992,14.002
1552,ULTA.OQ,2022-05-26 16:05:00+00:00,6.3,4.46365,41.14
1553,ULTA.OQ,2022-03-10 16:08:00+00:00,5.41,4.58265,18.054
1554,ULTA.OQ,2021-12-02 16:08:00+00:00,3.94,2.4643,59.883
1555,ULTA.OQ,2021-08-25 16:14:00+00:00,4.56,2.56313,77.908
1556,KO.N,2023-02-14 06:55:00+00:00,0.45,0.44822,0.397
1557,KO.N,2022-10-25 07:04:00+00:00,0.69,0.63689,8.339
1558,KO.N,2022-07-26 06:55:00+00:00,0.7,0.66856,4.703
1559,KO.N,2022-04-25 06:57:00+00:00,0.64,0.57979,10.385
1560,KO.N,2022-02-10 06:55:00+00:00,0.45,0.41132,9.404
1561,KO.N,2021-10-27 06:56:00+00:00,0.65,0.57826,12.406
1562,FISV.OQ,2023-02-07 07:01:00+00:00,1.91,1.90431,0.299
1563,FISV.OQ,2022-10-27 07:25:00+00:00,1.63,1.69754,-3.979
1564,FISV.OQ,2022-07-26 07:01:00+00:00,1.56,1.55704,0.19
1565,FISV.OQ,2022-04-27 07:01:00+00:00,1.4,1.35182,3.564
1566,FISV.OQ,2022-02-08 07:01:00+00:00,1.57,1.5563,0.88
1567,FISV.OQ,2021-10-27 07:01:00+00:00,1.47,1.45052,1.343
1568,CSCO.OQ,2023-02-15 16:05:00+00:00,0.88,0.8551,2.912
1569,CSCO.OQ,2022-11-16 16:05:00+00:00,0.86,0.83652,2.807
1570,CSCO.OQ,2022-08-17 16:07:00+00:00,0.83,0.81613,1.7
1571,CSCO.OQ,2022-05-18 16:05:00+00:00,0.87,0.86257,0.861
1572,CSCO.OQ,2022-02-16 16:11:00+00:00,0.84,0.80832,3.919
1573,CSCO.OQ,2021-11-17 16:05:00+00:00,0.82,0.80413,1.974
1574,WTW.OQ,2023-02-09 08:25:00+00:00,6.33,6.22406,1.702
1575,WTW.OQ,2022-10-27 06:00:00+00:00,2.2,2.12856,3.356
1576,WTW.OQ,2022-07-28 06:00:00+00:00,2.32,2.29624,1.035
1577,WTW.OQ,2022-04-28 06:23:00+00:00,2.66,2.46706,7.821
1578,WTW.OQ,2022-02-08 06:07:00+00:00,5.67,5.49267,3.229
1579,WTW.OQ,2021-10-28 06:00:00+00:00,1.73,1.59231,8.647
1580,ANET.N,2023-02-13 16:05:00+00:00,1.41,1.21224,16.314
1581,ANET.N,2022-10-31 16:05:00+00:00,1.25,1.04291,19.857
1582,ANET.N,2022-08-01 16:05:00+00:00,1.08,0.91233,18.378
1583,ANET.N,2022-05-02 16:05:00+00:00,0.84,0.80929,3.795
1584,ANET.N,2022-02-14 16:05:00+00:00,0.82,0.73235,11.968
1585,ANET.N,2021-11-01 16:05:00+00:00,0.74,0.68153,8.58
1586,ES.N,2023-02-13 16:15:00+00:00,0.92,0.9395,-2.076
1587,ES.N,2022-11-02 16:15:00+00:00,1.01,1.02575,-1.536
1588,ES.N,2022-07-28 16:30:00+00:00,0.86,0.83781,2.649
1589,ES.N,2022-05-04 16:15:00+00:00,1.3,1.196,8.696
1590,ES.N,2022-02-16 16:15:00+00:00,0.91,0.92887,-2.032
1591,ES.N,2021-11-02 16:15:00+00:00,1.02,1.05161,-3.006
1592,CTAS.OQ,2022-12-21 08:30:00+00:00,3.12,3.029,3.004
1593,CTAS.OQ,2022-09-28 08:30:00+00:00,3.39,3.13385,8.174
1594,CTAS.OQ,2022-07-14 09:22:00+00:00,2.81,2.67436,5.072
1595,CTAS.OQ,2022-03-23 08:30:00+00:00,2.69,2.43169,10.623
1596,CTAS.OQ,2021-12-22 08:30:00+00:00,2.76,2.64973,4.162
1597,CTAS.OQ,2021-09-29 08:30:00+00:00,3.11,2.74754,13.192
1598,GPN.N,2023-02-10 06:55:00+00:00,2.42,2.41454,0.226
1599,GPN.N,2022-10-31 06:55:00+00:00,2.48,2.47928,0.029
1600,GPN.N,2022-08-01 06:55:00+00:00,2.36,2.34403,0.681
1601,GPN.N,2022-05-02 06:55:00+00:00,2.07,2.04352,1.296
1602,GPN.N,2022-02-10 06:55:00+00:00,2.13,2.12436,0.266
1603,GPN.N,2021-11-02 06:55:00+00:00,2.18,2.14477,1.643
1604,RSG.N,2023-02-15 16:10:00+00:00,1.13,1.02047,10.733
1605,RSG.N,2022-10-27 16:10:00+00:00,1.34,1.22073,9.77
1606,RSG.N,2022-08-04 16:18:00+00:00,1.32,1.181,11.77
1607,RSG.N,2022-05-05 16:10:00+00:00,1.14,1.04786,8.794
1608,RSG.N,2022-02-10 16:10:00+00:00,1.02,1.01071,0.919
1609,RSG.N,2021-10-28 16:10:00+00:00,1.11,1.05127,5.587
1610,MCK.N,2023-02-01 16:10:00+00:00,6.9,6.35475,8.58
1611,MCK.N,2022-11-01 16:10:00+00:00,6.06,6.08792,-0.459
1612,MCK.N,2022-08-03 16:16:00+00:00,5.83,5.28192,10.377
1613,MCK.N,2022-05-05 16:10:00+00:00,5.83,6.03708,-3.43
1614,MCK.N,2022-02-02 16:05:00+00:00,6.15,5.41983,13.472
1615,MCK.N,2021-11-01 16:10:00+00:00,6.15,4.658,32.031
1616,HLT.N,2023-02-09 06:01:00+00:00,1.59,1.21769,30.575
1617,HLT.N,2022-10-26 06:00:00+00:00,1.31,1.24327,5.367
1618,HLT.N,2022-07-27 06:00:00+00:00,1.29,1.03653,24.454
1619,HLT.N,2022-05-03 06:09:00+00:00,0.71,0.64807,9.556
1620,HLT.N,2022-02-16 06:00:00+00:00,0.72,0.74483,-3.334
1621,HLT.N,2021-10-27 06:00:00+00:00,0.78,0.84594,-7.795
1622,NFLX.OQ,2023-01-19 16:00:00+00:00,0.12,0.44828,-73.231
1623,NFLX.OQ,2022-10-18 16:00:00+00:00,3.1,2.1271,45.738
1624,NFLX.OQ,2022-07-19 16:00:00+00:00,3.2,2.94257,8.749
1625,NFLX.OQ,2022-04-19 16:00:00+00:00,3.53,2.89361,21.993
1626,NFLX.OQ,2022-01-20 16:00:00+00:00,1.33,0.82114,61.97
1627,NFLX.OQ,2021-10-19 16:00:00+00:00,3.19,2.56186,24.519
1628,RF.N,2023-01-20 06:00:00+00:00,0.66,0.655,0.763
1629,RF.N,2022-10-21 06:00:00+00:00,0.56,0.58752,-4.684
1630,RF.N,2022-07-22 06:00:00+00:00,0.59,0.5307,11.174
1631,RF.N,2022-04-22 06:00:00+00:00,0.55,0.47357,16.14
1632,RF.N,2022-01-20 06:10:00+00:00,0.43,0.48746,-11.788
1633,RF.N,2021-10-22 06:00:00+00:00,0.65,0.52485,23.845
1634,WMT.N,2023-02-21 07:02:00+00:00,1.71,1.51219,13.081
1635,WMT.N,2022-11-15 07:09:00+00:00,1.5,1.3199,13.645
1636,WMT.N,2022-08-16 07:02:00+00:00,1.77,1.62141,9.164
1637,WMT.N,2022-05-17 07:02:00+00:00,1.3,1.48197,-12.279
1638,WMT.N,2022-02-17 07:11:00+00:00,1.53,1.49803,2.134
1639,WMT.N,2021-11-16 07:01:00+00:00,1.45,1.40304,3.347
1640,AMGN.OQ,2023-01-31 16:01:00+00:00,4.09,4.09545,-0.133
1641,AMGN.OQ,2022-11-03 16:01:00+00:00,4.7,4.43914,5.876
1642,AMGN.OQ,2022-08-04 16:01:00+00:00,4.65,4.39686,5.757
1643,AMGN.OQ,2022-04-27 16:01:00+00:00,4.25,4.09474,3.792
1644,AMGN.OQ,2022-02-07 16:01:00+00:00,4.36,4.07876,6.895
1645,AMGN.OQ,2021-11-02 16:01:00+00:00,4.67,4.27233,9.308
1646,KIM.N,2023-02-09 06:50:00+00:00,-0.09,0.16429,-154.781
1647,KIM.N,2022-10-27 07:00:00+00:00,0.08,0.16375,-51.145
1648,KIM.N,2022-07-28 06:50:00+00:00,-0.21,0.14857,-241.348
1649,KIM.N,2022-04-28 06:50:00+00:00,0.37,0.1475,150.848
1650,KIM.N,2022-02-10 06:50:00+00:00,0.13,0.15714,-17.271
1651,KIM.N,2021-11-05 08:42:00+00:00,0.91,0.102,792.157
1652,PXD.N,2022-10-27 16:18:00+00:00,7.48,7.44358,0.489
1653,PXD.N,2022-08-02 16:18:00+00:00,9.36,8.7478,6.998
1654,PXD.N,2022-05-04 16:18:00+00:00,7.74,6.99813,10.601
1655,PXD.N,2022-02-16 16:26:00+00:00,4.58,4.08492,12.12
1656,PXD.N,2021-11-03 16:27:00+00:00,4.13,3.88452,6.319
1657,PXD.N,2021-08-02 16:20:00+00:00,2.55,2.57892,-1.122
1658,DG.N,2022-12-01 06:55:00+00:00,2.33,2.53505,-8.089
1659,DG.N,2022-08-25 06:30:00+00:00,2.98,2.93462,1.546
1660,DG.N,2022-05-26 06:55:00+00:00,2.41,2.31191,4.243
1661,DG.N,2022-03-17 06:55:00+00:00,2.57,2.56622,0.147
1662,DG.N,2021-12-02 06:55:00+00:00,2.08,2.01213,3.373
1663,DG.N,2021-08-26 06:55:00+00:00,2.69,2.59273,3.752
1664,XRAY.OQ,2022-11-14 06:00:00+00:00,0.41,0.571,-28.196
1665,XRAY.OQ,2022-11-07 08:35:00+00:00,0.69,0.56364,22.419
1666,XRAY.OQ,2022-05-10 07:05:00+00:00,0.52,0.55633,-6.53
1667,XRAY.OQ,2022-02-28 06:00:00+00:00,0.76,0.78679,-3.405
1668,XRAY.OQ,2021-11-04 06:00:00+00:00,0.68,0.65092,4.468
1669,XRAY.OQ,2021-08-05 07:10:00+00:00,0.71,0.64969,9.283
1670,EQR.N,2023-02-09 17:08:00+00:00,0.42,0.38,10.526
1671,EQR.N,2022-10-25 16:15:00+00:00,0.86,0.346,148.555
1672,EQR.N,2022-07-26 16:15:00+00:00,0.59,0.291,102.749
1673,EQR.N,2022-04-26 16:10:00+00:00,0.19,0.24429,-22.224
1674,EQR.N,2022-02-01 16:18:00+00:00,1.4,0.43333,223.079
1675,EQR.N,2021-10-26 16:15:00+00:00,1.15,0.37556,206.209
1676,URI.N,2023-01-25 16:15:00+00:00,9.74,10.38217,-6.185
1677,URI.N,2022-10-26 16:25:00+00:00,9.27,9.06524,2.259
1678,URI.N,2022-07-27 16:15:00+00:00,7.86,6.46006,21.671
1679,URI.N,2022-04-27 16:31:00+00:00,5.73,4.995,14.715
1680,URI.N,2022-01-26 16:25:00+00:00,7.39,6.72159,9.944
1681,URI.N,2021-10-27 16:15:00+00:00,6.58,6.8005,-3.242
1682,TDG.N,2023-02-07 07:15:00+00:00,4.58,4.25267,7.697
1683,TDG.N,2022-11-10 07:15:00+00:00,5.5,5.20044,5.76
1684,TDG.N,2022-08-09 07:15:00+00:00,4.85,4.38567,10.587
1685,TDG.N,2022-05-10 16:13:00+00:00,3.86,3.69765,4.391
1686,TDG.N,2022-02-08 07:19:00+00:00,3.0,3.14,-4.459
1687,TDG.N,2021-11-16 07:15:00+00:00,4.25,3.70438,14.729
1688,CNC.N,2023-02-07 06:00:00+00:00,0.86,0.84665,1.577
1689,CNC.N,2022-10-25 06:00:00+00:00,1.3,1.23906,4.918
1690,CNC.N,2022-07-26 06:00:00+00:00,1.77,1.59279,11.126
1691,CNC.N,2022-04-26 06:00:00+00:00,1.83,1.68447,8.64
1692,CNC.N,2022-02-08 06:06:00+00:00,1.01,0.98682,2.349
1693,CNC.N,2021-10-26 06:00:00+00:00,1.26,1.251,0.719
1694,NKE.N,2022-12-20 16:15:00+00:00,0.85,0.64374,32.041
1695,NKE.N,2022-09-29 16:15:00+00:00,0.93,0.92039,1.044
1696,NKE.N,2022-06-27 16:15:00+00:00,0.9,0.80508,11.79
1697,NKE.N,2022-03-21 16:15:00+00:00,0.87,0.71168,22.246
1698,NKE.N,2021-12-20 16:15:00+00:00,0.83,0.62932,31.888
1699,NKE.N,2021-09-23 16:15:00+00:00,1.16,1.11409,4.121
1700,AES.N,2022-11-04 06:00:00+00:00,0.63,0.53264,18.279
1701,AES.N,2022-08-04 17:10:00+00:00,0.34,0.3138,8.349
1702,AES.N,2022-05-05 17:52:00+00:00,0.21,0.27558,-23.797
1703,AES.N,2022-01-06 19:00:00+00:00,0.45,0.43429,3.617
1704,AES.N,2021-11-03 18:27:00+00:00,0.5,0.43375,15.274
1705,AES.N,2021-08-04 16:15:00+00:00,0.31,0.28889,7.307
1706,ELV.N,2023-01-25 06:00:00+00:00,5.23,5.1886,0.798
1707,ELV.N,2022-10-19 06:00:00+00:00,7.53,7.14795,5.345
1708,ELV.N,2022-07-20 06:00:00+00:00,8.04,7.74045,3.87
1709,ELV.N,2022-04-20 06:00:00+00:00,8.25,7.81332,5.589
1710,ELV.N,2022-01-26 06:00:00+00:00,5.14,5.11276,0.533
1711,ELV.N,2021-10-20 06:00:00+00:00,6.79,6.37077,6.581
1712,GWW.N,2023-02-02 08:00:00+00:00,7.14,7.007,1.898
1713,GWW.N,2022-10-28 08:00:00+00:00,8.27,7.25167,14.043
1714,GWW.N,2022-07-29 08:00:00+00:00,7.19,6.64913,8.134
1715,GWW.N,2022-04-28 08:00:00+00:00,7.07,6.1175,15.57
1716,GWW.N,2022-02-03 08:00:00+00:00,5.44,5.24313,3.755
1717,GWW.N,2021-10-29 08:00:00+00:00,5.65,5.29938,6.616
1718,K.N,2023-02-09 08:07:00+00:00,0.94,0.84435,11.328
1719,K.N,2022-11-03 08:03:00+00:00,1.01,0.98013,3.048
1720,K.N,2022-08-04 08:00:00+00:00,1.18,1.04971,12.412
1721,K.N,2022-05-05 08:21:00+00:00,1.1,0.92979,18.306
1722,K.N,2022-02-10 08:00:00+00:00,0.83,0.78853,5.259
1723,K.N,2021-11-04 08:00:00+00:00,1.09,0.93477,16.606
